iter	Logloss
367	0.3913744059
368	0.3913592523
369	0.3913047451
370	0.3912590928
371	0.3911591892
372	0.3910279985
373	0.3909535683
374	0.3908415795
375	0.3907322137
376	0.3906697895
377	0.3905782649
378	0.3904790069
379	0.3903855864
380	0.3902823835
381	0.3902470472
382	0.3901294999
383	0.3900520833
384	0.3899653043
385	0.3898819911
386	0.3897554509
387	0.3896405261
388	0.3894836259
389	0.3893589082
390	0.3893031096
391	0.3892312863
392	0.3891624441
393	0.3890741915
394	0.3889683162
395	0.3888690649
396	0.3888003326
397	0.3886412504
398	0.3885425475
399	0.3884868848
400	0.3883989244
401	0.3883128313
402	0.3882264912
403	0.3881431254
404	0.388041686
405	0.3879580643
406	0.3878549825
407	0.3877753301
408	0.387718217
409	0.3876452743
410	0.3875638706
411	0.3874674192
412	0.3873895851
413	0.3872513295
414	0.3871905391
415	0.3871146005
416	0.3870566468
417	0.3869804207
418	0.3869348706
419	0.3868603748
420	0.3868074278
421	0.3866733119
422	0.3866221621
423	0.3865480391
424	0.3864754287
425	0.3863638778
426	0.3862835779
427	0.3861924518
428	0.3861132241
429	0.3860276225
430	0.3859233597
431	0.3857858086
432	0.3857367853
433	0.3856382482
434	0.3855248845
435	0.3854076016
436	0.3853454504
437	0.3852630572
438	0.3851717003
439	0.3850829581
440	0.3850251225
441	0.3849107205
442	0.3848862946
443	0.3848123665
444	0.3846953798
445	0.3845995877
446	0.3845823033
447	0.3845525361
448	0.3844740917
449	0.3844168691
450	0.3843732292
451	0.3842509491
452	0.3841401651
453	0.3841353726
454	0.3840724588
455	0.3839905142
456	0.3839460919
457	0.3838847871
458	0.383750162
459	0.3836788705
460	0.3835301136
461	0.3834570019
462	0.3833903515
463	0.383306771
464	0.3832033076
465	0.3830654699
466	0.3829884063
467	0.3829224261
468	0.3828067889
469	0.3826781213
470	0.3825402418
471	0.3825357829
472	0.3825079537
473	0.3824524054
474	0.3823918889
475	0.3823264926
476	0.3822772729
477	0.3821594726
478	0.3820661576
479	0.381988931
480	0.3819244304
481	0.3818416004
482	0.3817899403
483	0.3817520504
484	0.3816638746
485	0.3815859628
486	0.3814884035
487	0.3814184815
488	0.3813461546
489	0.3813329511
490	0.3812321894
491	0.3811878092
492	0.3811367427
493	0.3810609461
494	0.3809660984
495	0.3808981564
496	0.3808238389
497	0.380725148
498	0.3806170976
499	0.3805407972
500	0.3804714385
501	0.3804195089
502	0.3803494524
503	0.3802927655
504	0.3802441738
505	0.3801815522
506	0.3801032067
507	0.379948128
508	0.3798358737
509	0.3797551959
510	0.3797156841
511	0.3796300375
512	0.3795340721
513	0.3794244684
514	0.3792848242
515	0.3792126214
516	0.3791574992
517	0.3790670307
518	0.3790097952
519	0.3789251245
520	0.3788536365
521	0.3788025754
522	0.3787107522
523	0.3786442483
524	0.3785751088
525	0.3785418842
526	0.3784454225
527	0.3783729345
528	0.3783155207
529	0.3782229765
530	0.3781575617
531	0.3781142487
532	0.3780115132
533	0.3779206223
534	0.3778653768
535	0.3777608596
536	0.3776302891
537	0.3775262371
538	0.3774915174
539	0.3774014093
540	0.3773106441
541	0.3772498632
542	0.3771950715
543	0.3771127165
544	0.3770442945
545	0.376925202
546	0.3768109781
547	0.3767307682
548	0.3766653039
549	0.3766014258
550	0.3764827575
551	0.3763584105
552	0.3762758326
553	0.376194021
554	0.3761419969
555	0.3760817419
556	0.3760035721
557	0.3759031162
558	0.3758423196
559	0.3757874991
560	0.3757857976
561	0.375689699
562	0.3756312197
563	0.3755307807
564	0.3754324791
565	0.3753740524
566	0.3752962167
567	0.3752506994
568	0.3752453511
569	0.3751603982
570	0.3750901886
571	0.3749989514
572	0.3749725004
573	0.3748572141
574	0.3748181865
575	0.3747900599
576	0.3746875571
577	0.3745743954
578	0.374470287
579	0.3743888333
580	0.3742717297
581	0.374157735
582	0.3741047111
583	0.3740262296
584	0.3739528623
585	0.373908901
586	0.3738835582
587	0.3737985307
588	0.3737040209
589	0.3736541327
590	0.3735711047
591	0.3735335553
592	0.3734840753
593	0.3734758869
594	0.3734086162
595	0.3733482871
596	0.3732669278
597	0.3732133824
598	0.3731112125
599	0.3730791071
600	0.372979674
601	0.3729489483
602	0.3728789763
603	0.3727991182
604	0.3727497136
605	0.3727170393
606	0.3726689351
607	0.3726360995
608	0.3725610607
609	0.3724959789
610	0.3724607736
611	0.3724180427
612	0.3723802537
613	0.3723199469
614	0.3722715778
615	0.372237541
616	0.3721620475
617	0.3720852015
618	0.3719988001
619	0.3719445061
620	0.3718333684
621	0.3717853967
622	0.3717215427
623	0.3716480014
624	0.3715639925
625	0.3714832481
626	0.3714115129
627	0.3713519355
628	0.3713115825
629	0.3712776108
630	0.3712067133
631	0.3711667274
632	0.3710996719
633	0.3710059509
634	0.3708857704
635	0.3708044301
636	0.3707337419
637	0.3706529641
638	0.370584223
639	0.3705439348
640	0.3704958702
641	0.370396548
642	0.3702951819
643	0.3702022253
644	0.3701215247
645	0.3700673421
646	0.3700214874
647	0.3699230391
648	0.3698395561
649	0.3697484606
650	0.3696591814
651	0.36956319
652	0.3695162068
653	0.3694716091
654	0.3694279017
655	0.3693800527
656	0.3693312081
657	0.3692692833
658	0.3691677205
659	0.3690676995
660	0.3690058898
661	0.3689454694
662	0.3688322766
663	0.3687706464
664	0.368702764
665	0.3686009217
666	0.3685682854
667	0.3684841511
668	0.3684338085
669	0.3683895527
670	0.3683192186
671	0.3682489158
672	0.3681987282
673	0.36808735
674	0.3680062736
675	0.3678931222
676	0.3678402236
677	0.3677487969
678	0.3676764593
679	0.3675970436
680	0.3675702257
681	0.367496714
682	0.3673610573
683	0.3672773883
684	0.367228361
685	0.3671534054
686	0.3670586326
687	0.367033396
688	0.3669669626
689	0.3669382471
690	0.3668676797
691	0.3667774025
692	0.3667314888
693	0.3666967311
694	0.3666422893
695	0.3665663238
696	0.3664377606
697	0.3662892579
698	0.3662269071
699	0.3661604074
700	0.3660977356
701	0.3660268626
702	0.3659706057
703	0.3658822484
704	0.3657895491
705	0.3657421308
706	0.3657308913
707	0.3656377068
708	0.3655334024
709	0.3654594016
710	0.3654133015
711	0.3653073689
712	0.3652809037
713	0.3651882897
714	0.3651064036
715	0.3650447619
716	0.3650302609
717	0.3650224273
718	0.364969879
719	0.3649314884
720	0.3648409615
721	0.3647965113
722	0.3646944344
723	0.3645980679
724	0.3645031149
725	0.3644373795
726	0.3643897185
727	0.3643286483
728	0.3642506213
729	0.3642066989
730	0.3641727507
731	0.3640968474
732	0.3640185481
733	0.363952716
734	0.3638995571
735	0.3638752523
736	0.363771488
737	0.3637410743
738	0.3637069212
739	0.3636447708
740	0.3635724704
741	0.363546932
742	0.3634746053
743	0.3634370734
744	0.3633598392
745	0.3632994679
746	0.3632061067
747	0.3631071972
748	0.3630302146
749	0.3629570866
750	0.3628796003
751	0.3628012327
752	0.3627533047
753	0.3626703099
754	0.3626152359
755	0.362566052
756	0.3624864291
757	0.3624116394
758	0.3623475828
759	0.3622663422
760	0.3621876988
761	0.3621473203
762	0.3620322884
763	0.3619778019
764	0.3619215291
765	0.3618581893
766	0.3618055025
767	0.3616802607
768	0.3616242999
769	0.3615615357
770	0.3614994247
771	0.3614106787
772	0.3613534461
773	0.3612559943
774	0.3612146769
775	0.3611020417
776	0.3610548272
777	0.3609793537
778	0.3609162712
779	0.3608179314
780	0.360723399
781	0.3606876555
782	0.3606386093
783	0.3605919895
784	0.3605237121
785	0.3604377016
786	0.3603936265
787	0.3603273507
788	0.3602917163
789	0.3602153315
790	0.3601615858
791	0.3601286349
792	0.3600859563
793	0.3600388541
794	0.3599934421
795	0.3599156286
796	0.3598685392
797	0.3597950262
798	0.3597655089
799	0.3596558089
